Web Tracking & Data Analyst (m/f/d),Bamberg,48500,65500,Full-time,Mediengruppe Oberfranken GmbH & Co. KG,"analysis, ideally in a website tracking or agency environment Very good experience in Google Analytics, Google Data Manager & Google Data (Looker) Studio Solid"
Data Analyst with a focus on forecasting (m/f/d),Berlin,44500,58000,Full-time,erdbär GmbH,Then become part of our team as a data analyst (m/f/d) with a focus on forecasting and shape the future of sustainable growth with us.
(Senior) Data Analyst (m/f/d),Mülheim (Ruhr),47500,62500,Full-time,Deichmann,Very good written and spoken German and English skills As a (Senior) Data Analyst (m/f/d) you will strengthen our team in Essen.
Data Analyst (m/w/d),Hannover,55000,75000,Full-time,Amadeus Fire AG,Dann bewerben Sie sich noch heute im Rahmen einer kostenfreien Vermittlung in Festanstellung als Data Analyst (m/w/d).
Referent Prozessmanagement & Data Analyst globales Warehousing (m/w/divers),Hamburg,57500,83500,Full-time,Lufthansa Technik Logistik Services GmbH,Referent Prozessmanagement & Data Analyst globales Warehousing (m/w/divers) Wir freuen uns über Bewerbungen in Teilzeit und Vollzeit.
Referent Prozessmanagement & Data Analyst globales Warehousing (m/w/divers),Frankfurt am Main,57000,83500,Full-time,Lufthansa Technik Logistik Services GmbH,Referent Prozessmanagement & Data Analyst globales Warehousing (m/w/divers) Wir freuen uns über Bewerbungen in Teilzeit und Vollzeit.
Referent Prozessmanagement & Data Analyst globales Warehousing (m/w/divers),Hamburg,46000,68000,Full-time,Lufthansa Technik Logistik Services,Referent Prozessmanagement & Data Analyst globales Warehousing (m/w/divers) Wir freuen uns über Bewerbungen in Teilzeit und Vollzeit.
Referent Prozessmanagement & Data Analyst globales Warehousing (m/w/divers),Frankfurt am Main,46000,65500,Full-time,Lufthansa Technik Logistik Services,Referent Prozessmanagement & Data Analyst globales Warehousing (m/w/divers) Wir freuen uns über Bewerbungen in Teilzeit und Vollzeit.
7P292 – Data Analyst (m/w/d) Telekommunikation,Ratingen,49500,67500,Full-time,Connectivity,Zusammen stehen wir für: #weare7P #5G #Teamgeist #Diversity Das erwartet dich: Als Data Analyst für agile und/oder klassische Projekte nimmst du eine spannende und
(Senior) Mathematician / Actuary / Data Analyst (m/f/d) Product Actuarial Services and Controlling Life,Neuss,56500,86000,Full-time,RheinLand Versicherungsgruppe,"(Senior) Mathematician / Actuary / Data Analyst (m/f/d) Product Actuarial Services and Controlling Life 01.01.2025 I Neuss, Group headquarters I permanent I full-time"
(Junior) Logistics Data Analyst (m/f/d),Münster,34500,50000,Full-time,flaschenpost SE,"In order to fulfill our mission, we are looking for a ( Junior) Logistics Data Analyst (m/f/d) as soon as possible."
"Data Analyst, Paid Search",Berlin,45500,62500,Full-time,GetYourGuide Deutschland GmbH,We are looking for an outstanding Data Analyst - Paid Search to join our Berlin HQ.
Data Analyst Controlling & Reporting (m/w/d),Osnabrück,42000,52500,Full-time,KiKxxl GmbH,"Data Analyst Controlling & Reporting (m/w/d) KiKxxl GmbH Aktualität: 30.12.2024 30.12.2024, KiKxxl GmbH Osnabrück Data Analyst Controlling & Reporting (m/w/d) Aufgaben"
Senior Data Analyst (m/w/d),Frankfurt am Main,65000,100000,Full-time,SymBio Recruitment GmbH,Für unseren Kunden suchen wir im Rahmen der Direktvermittlung Sie als: Senior Data Analyst (m/w/d) Standort: Bad Nauheim Aufgaben Unterstütze das Entwicklungs Team
Manager Computational Data Analyst/NAM (d/f/m),Düsseldorf,58500,88000,Full-time,Henkel AG & Co. KGaA,with the goal to support read-across for NAM (New Approach Methodologies) -based safety assessments Develop new proprietary tools for interpretation of scientific data
Global Senior Process & Data Analyst (m/f/d),Böblingen,56500,88000,Full-time,Advantest Europe GmbH,können Sie sich die Anzeige merken Global Senior Process & Data Analyst (m/f/d)
IT Data Analyst (m/w/d),Lüneburg,50000,60000,Full-time,Amadeus Fire AG,IT Data Analyst (m/w/d) Referenz 12-206621 Mit einer über 30-jährigen Erfahrung in der Branche bringen wir qualifizierte Bewerber und renommierte Unternehmen zusammen
Business Intelligence und Data Analyst (w/m/d),Hannover,48000,70500,Full-time,ADAC e.V.,Sie sich die Anzeige merken Business Intelligence und Data Analyst (w/m/d)
Business Intelligence und Data Analyst (w/m/d),Hannover,48500,65000,Full-time,GETEC ENERGIE GmbH,Business Intelligence und Data Analyst (w/m/d) Hannover Business Intelligence und Data Analyst (w/m/d) Aufgaben: Du kümmerst dich gemeinsam mit einem 5-köpfigen
"Data Analyst, Paid Search",Berlin,45500,62500,Full-time,GetYourGuide Deutschland GmbH,We are looking for an outstanding Data Analyst - Paid Search to join our Berlin HQ.
Data Analyst Controlling & Reporting (m/w/d),Osnabrück,42000,52500,Full-time,KiKxxl GmbH,"Data Analyst Controlling & Reporting (m/w/d) KiKxxl GmbH Aktualität: 30.12.2024 30.12.2024, KiKxxl GmbH Osnabrück Data Analyst Controlling & Reporting (m/w/d) Aufgaben"
Senior Data Analyst (m/w/d),Frankfurt am Main,65000,100000,Full-time,SymBio Recruitment GmbH,Für unseren Kunden suchen wir im Rahmen der Direktvermittlung Sie als: Senior Data Analyst (m/w/d) Standort: Bad Nauheim Aufgaben Unterstütze das Entwicklungs Team
Manager Computational Data Analyst/NAM (d/f/m),Düsseldorf,58500,88000,Full-time,Henkel AG & Co. KGaA,with the goal to support read-across for NAM (New Approach Methodologies) -based safety assessments Develop new proprietary tools for interpretation of scientific data
Global Senior Process & Data Analyst (m/f/d),Böblingen,56500,88000,Full-time,Advantest Europe GmbH,können Sie sich die Anzeige merken Global Senior Process & Data Analyst (m/f/d)
IT Data Analyst (m/w/d),Lüneburg,50000,60000,Full-time,Amadeus Fire AG,IT Data Analyst (m/w/d) Referenz 12-206621 Mit einer über 30-jährigen Erfahrung in der Branche bringen wir qualifizierte Bewerber und renommierte Unternehmen zusammen
Business Intelligence und Data Analyst (w/m/d),Hannover,48000,70500,Full-time,ADAC e.V.,Sie sich die Anzeige merken Business Intelligence und Data Analyst (w/m/d)
Business Intelligence und Data Analyst (w/m/d),Hannover,48500,65000,Full-time,GETEC ENERGIE GmbH,Business Intelligence und Data Analyst (w/m/d) Hannover Business Intelligence und Data Analyst (w/m/d) Aufgaben: Du kümmerst dich gemeinsam mit einem 5-köpfigen
SAP Data Analyst (m/w/d),Frankfurt am Main,53000,71500,Full-time,GWH Wohnungsgesellschaft mbH Hessen,SAP Data Analyst (m/w/d) GWH Wohnungsgesellschaft mbH Hessen Frankfurt am Main Aktualität: 10.12.2024 Anzeigeninhalt: Berufsfeld Standorte SAP Data Analyst (m/w/
Senior Data Analyst Media (m/w/d/x),Hamburg,57500,66500,Full-time,pilot Agenturgruppe,"Senior Data Analyst Media (m/w/d/x) Hamburg, Deutschland Voll- oder Teilzeit Feste Anstellung Mit Berufserfahrung ab sofort Willkommen an Bord pilot ist als inhabergeführte"
"Data Analyst (m/w/d) Berlin, Hamburg, Munich",Berlin,48500,69000,Full-time,1KOMMA5˚,1KOMMA5° We are seeking a Data Analyst with a keen interest in the energy market and a passion for leveraging data to drive impactful decisions.
Data Analyst*in Schwerpunkt SEO Distributions- und Channelmanagement,Frankfurt am Main,50000,65500,Full-time,Hessischer Rundfunk,STELLENANGEBOT Data Analyst*in Schwerpunkt SEO Distributions- und Channelmanagement Bild © hr/Ben Knabe Wir suchen wir zum nächstmöglichen Zeitpunkt eine*n Data
Senior Data Analyst - Vendor Sales & Operations (all genders),Berlin,46500,68000,Full-time,Delivery Hero,About the opportunity We are on the lookout for a Senior Data Analyst (f/m/d) to join the Vendor Sales & Operations - Data Team on our journey to always deliver
Quality Manager / Data Analyst Quality Analytics & Trending (m/w/d),Neuhausen ob Eck,50000,73000,Full-time,KARL STORZ SE & Co. KG,Lernen Sie uns kennen und werden Sie Teil des Teams als Quality Manager / Data Analyst Quality Analytics & Trending (m/w/d) Tätigkeitsbereich: Qualitätsmanagement
Senior Data Analyst (m/w/d),Lauf an der Pegnitz,48000,67500,Full-time,Thomas Sabo GmbH & Co. KG,Zur Unterstützung unseres Teams im Headoffice in Lauf an der Pegnitz suchen wir ab sofort einen Senior Data Analyst (m/w/d).
Quality Manager / Data Analyst Quality Analytics & Trending (m/f/d),Neuhausen ob Eck,50500,73000,Full-time,Karl Storz GmbH & Co. KG,Get to know us and join our team as Quality Manager / Data Analyst Quality Analytics & Trending (m/f/d) Job Function: Quality Management Work Flexibility: Hybrid
Data Analyst mit Schwerpunkt Forecasting (m/w/d),Berlin,41000,56500,Full-time,erdbär,Dann werde Teil unseres Teams als Data Analyst (m/w/d) mit Schwerpunkt Forecasting und gestalte mit uns die Zukunft nachhaltigen Wachstums.
Data Analyst (m/f/d),Mannheim,51000,72000,Full-time,PAUL Tech AG,"As a _ _Data Analyst (m/f/d)__ in _ _Mannheim__ or _ _Berlin__ , you will play a pivotal role in utilizing data to inform and drive strategic business decisions."
Manufacturing Data Analyst,Berlin,N/A,N/A,Full-time,Deltia GmbH,"analysis tools (e.g., Power BI) and with SQL Proficiency in Microsoft Office Suite, especially Excel for data analysis Fluent written and spoken English skills;"
Manufacturing Data Analyst Deltia (Remote within Europe),Berlin,45000,64000,Full-time,Deltia,"analysis tools (e.g., Power BI) and with SQL Proficiency in Microsoft Office Suite, especially Excel for data analysis Fluent written and spoken English skills;"
SAP Data Analyst (m/w/d) in Frankfurt am Main gesucht von GWH Wohnungsgesellschaft mbH Hessen,Hanau,47000,64000,Full-time,newjob.de - Stellenmarkt für SAP,22.12.2024 SAP Data Analyst (m/w/d) in Frankfurt am Main gesucht von GWH Wohnungsgesellschaft mbH Hessen Firmendaten des Stellenangebotes Details zur Stellenausschreibung
Data Analyst (m/w/divers) im Performance Management,Hamburg,46000,58500,Full-time,HIT Personaldienstleistungen GmbH,Data Analyst (m/w/divers) im Performance Management Standort: Hamburg Anstellungsart(en): Vollzeit Werden Sie ein Teil unseres Teams und starten Sie zum nächstmöglichen
Sr. Data Analyst/Engineer,Waterloo,44500,65000,Full-time,Brainhunter,Data Analyst/Engineer Job(# 62200) About the Job: Mindwire is currently looking for a Senior Data Analyst/Engineer for a contract position with one of our valued
Data Analyst (m/w/d),Hamburg,N/A,N/A,Full-time,Michael Page,Intro Wirtschaftlich starkes Unternehmen Flexible Arbeitszeiten und attraktive Vergütung Firmenprofil Als Data Analyst (m/w/d) bist Du für die Analyse und Auswertung
Young Professional Big Data Analyst,Frankfurt am Main,44500,64000,Full-time,Talentschmiede,"Young Professional Big Data Analyst (m/w/d) Ort: Frankfurt am Main/Köln Umfang: Vollzeit, 40 Std."
Young Professional Client Data Analyst (m/w/d),Berlin,36000,54500,Full-time,Talentschmiede Unternehmensberatung AG,"Young Professional Client Data Analyst (m/w/d) Ort: Berlin Umfang: Vollzeit, 40 Std."
Young Professional Client Data Analyst (m/f/d),Berlin,35000,54500,Full-time,Talentschmiede Unternehmensberatung AG,"Young Professional Client Data Analyst (m/f/d) Ort: Berlin Umfang: Vollzeit, 40 Std."
Research Data Analyst / Bioinformatician / Data Scientist (f/m/d),Tübingen,47000,62500,Full-time,Universitätsklinikum Tübingen Institut für Medizinische Gene tik und Angewandte Genomik,The quality of patient care is certified with the KTQ seal of approval.The Institute for Medical Genetics and Applied Genomics is looking for a Research Data Analyst
Data Analyst for External Staff (m/w/d),Düsseldorf,48500,78000,Part-time,ERGO Group AG,"ERGO bin ich: Data Analyst for External Staff m/w/d in Teilzeit mit 18,5 Wochenarbeitsstunden Sie bringen Erfahrung in der Datenanalyse und -aufbereitung mit und"
Data Analyst (m/w/d),Bonn,45500,67500,Full-time,Collaboration Betters The World GmbH,"Qualifikation Dein Talent Deutsch-Kenntnisse auf C1 Niveau - Beherrschung der Sprache (German Fluency is a must) Masterabschluss, vorzugsweise in (Wirtschafts-)"
Senior Data Analyst (m/w/d),Hamburg,N/A,N/A,Full-time,Hamburger Sparkasse,Wir suchen dich als Senior Data Analyst (m/w/d) Überblick Stadt: Hamburg Erfahrung: Berufserfahren unbefristet Vollzeit Unsere Unternehmensentwicklung verantwortet
Data Analyst / Data Architect (m/w/d),Quakenbrück,45500,66000,Full-time,SLA Software Logistik Artland GmbH,Deine Aufgaben Planung von Daten-Architekturen und Erstellung von Data-Warehouses Planung und Durchführung von Datenanalysen sowie Weiterentwicklung dieser aus Basis
Data Analyst (m/w/d),Karlsruhe,48500,65500,Full-time,Brunel GmbH NL Karlsruhe,Mehr als 45 Jahre international erfolgreich und über 25 Jahre in Deutschland. Stillstand bedeutet Rückschritt - mit Brunel können Sie etwas bewegen!
Data Analyst / Data Scientist (m/w/d),Hamburg,45000,67000,Full-time,Funke Mediengruppe,"#wirsindFUNKE Standort: Hamburg, DE Berlin, DE Essen, DE Zur Verstärkung unseres Data Teams in Hamburg, Berlin oder Essen suchen wir Dich als Data Analyst / Data"
WERKSTUDENT:IN SALES DATA ANALYST m/w/d,Oelde,N/A,N/A,Student,DT Swiss Deutschland GmbH,"Kenntnisse der Marktforschung Mindestens fortgeschrittene Excel-Kenntnisse (Pivot-Tabellen, Funktionen) sowie erste Programmierkenntnisse (idealerweise in R) Fließende Deutsch"
Data Analyst (gn) Pricing,Nürnberg,60000,73000,Full-time,aquitas GmbH,Aktuell suchen wir für ein mittelständisches und internationales Unternehmen am Standort Nürnberg einen Data Analyst (gn) Pricing .
Data Analyst (m/w/d) agree21,Stuttgart,45000,65000,Full-time,Amadeus Fire AG,Data Analyst (m/w/d) agree21 Referenz 12-197448 Die Amadeus Fire AG bringt als spezialisierter Personaldienstleister täglich Fach- und Führungskräfte aus dem IT-Bereich
Intern (m/f/d) as Data Analyst in Global P&C at Allianz SE,München,35500,59000,Full-time,Allianz SE,fields and changes to data Undertake ad-hoc data queries and analysis with close attention to accuracy and reconciliation Extract data when needed What are you
Senior Data Analyst (m/f/d),Berlin,48000,68000,Full-time,Enter by baupal GmbH,Dein Profil You enjoy delivering solutions to users end to end without hiding behind a product manager Extensive experience as a Data Analyst or in a similar role
